Protein Group,Protein ID,Accession,Significance,Coverage (%),#Peptides,#Unique,PTM,Sample 2 Area,Sample 4 Area,Sample Profile (Ratio),A HCD Area,B HCD Area,Group Profile (Ratio),Avg. Mass,Description
278,60,P97710|SHPS1_RAT,1.88,30,11,11,,1.4E8,7.46E7,1.30:0.70,1.4E8,7.46E7,1.30:0.70,55691,Tyrosine-protein phosphatase non-receptor type substrate 1 OS=Rattus norvegicus GN=Sirpa PE=1 SV=1
613,21031,Q05546|TENR_RAT,1.87,2,2,2,,3.27E6,9.52E5,1.55:0.45,3.27E6,9.52E5,1.55:0.45,149371,Tenascin-R OS=Rattus norvegicus GN=Tnr PE=1 SV=1
752,12629,Q5FVC2|ARHG2_RAT,1.87,1,1,1,,1.14E6,2.06E5,1.69:0.31,1.14E6,2.06E5,1.69:0.31,111909,Rho guanine nucleotide exchange factor 2 OS=Rattus norvegicus GN=Arhgef2 PE=1 SV=1
365,20941,Q9JKA8|HCN3_RAT,1.87,12,8,6,,1.02E7,4.93E6,1.35:0.65,1.02E7,4.93E6,1.35:0.65,86809,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3 OS=Rattus norvegicus GN=Hcn3 PE=1 SV=1
714,21111,P61980|HNRPK_RAT,1.87,10,3,3,,2.72E6,1.12E6,1.42:0.58,2.72E6,1.12E6,1.42:0.58,50976,Heterogeneous nuclear ribonucleoprotein K OS=Rattus norvegicus GN=Hnrnpk PE=1 SV=1
128,301,tr|D3ZTL0|D3ZTL0_RAT,1.87,18,18,18,Carbamidomethylation,3.33E7,1.45E7,1.39:0.61,3.33E7,1.45E7,1.39:0.61,121851,Protein Tcerg1 OS=Rattus norvegicus GN=Tcerg1 PE=1 SV=1
1056,21415,O70141|SEM6B_RAT,1.86,5,3,3,,5.3E6,2.47E6,1.36:0.64,5.3E6,2.47E6,1.36:0.64,95752,Semaphorin-6B OS=Rattus norvegicus GN=Sema6b PE=2 SV=1
553,4890,tr|A0A0G2K315|A0A0G2K315_RAT,1.86,8,7,6,Carbamidomethylation,7.53E6,3.66E6,1.35:0.65,7.53E6,3.66E6,1.35:0.65,125735,Uncharacterized protein OS=Rattus norvegicus PE=1 SV=1
1338,22329,tr|D3ZQ51|D3ZQ51_RAT,1.86,2,1,1,,1.75E6,3.19E5,1.69:0.31,1.75E6,3.19E5,1.69:0.31,74793,Protein Pak6 OS=Rattus norvegicus GN=Pak6 PE=4 SV=2
240,2740,tr|F1LS01|F1LS01_RAT,1.86,12,9,9,Carbamidomethylation,3.45E7,1.73E7,1.33:0.67,3.45E7,1.73E7,1.33:0.67,113736,Protein Pcdh9 OS=Rattus norvegicus GN=Pcdh9 PE=4 SV=3
319,187,P19969|GBRA5_RAT,1.86,22,9,5,Carbamidomethylation,3.3E7,1.64E7,1.34:0.66,3.3E7,1.64E7,1.34:0.66,52337,Gamma-aminobutyric acid receptor subunit alpha-5 OS=Rattus norvegicus GN=Gabra5 PE=2 SV=1
1176,1231,P31016|DLG4_RAT,1.85,2,1,1,,1.87E6,3.47E5,1.69:0.31,1.87E6,3.47E5,1.69:0.31,80465,Disks large homolog 4 OS=Rattus norvegicus GN=Dlg4 PE=1 SV=1
270,3392,tr|D4ACK1|D4ACK1_RAT,1.84,8,8,7,Carbamidomethylation,1.11E7,5.6E6,1.33:0.67,1.11E7,5.6E6,1.33:0.67,181124,Protein Nup214 OS=Rattus norvegicus GN=Nup214 PE=1 SV=2
362,102,Q6IG01|K2C1B_RAT,1.83,11,7,2,Carbamidomethylation,1.08E6,3.4E6,0.48:1.52,1.08E6,3.4E6,0.48:1.52,57255,Keratin  type II cytoskeletal 1b OS=Rattus norvegicus GN=Krt77 PE=3 SV=1
609,3947,tr|G3V6N7|G3V6N7_RAT,1.83,3,4,2,,9.26E5,2.63E5,1.56:0.44,9.26E5,2.63E5,1.56:0.44,127594,Protein Slc12a6 OS=Rattus norvegicus GN=Slc12a6 PE=1 SV=1
9,8,tr|D3ZWP6|D3ZWP6_RAT,1.83,31,54,33,Carbamidomethylation,5.4E7,2.77E7,1.32:0.68,5.4E7,2.77E7,1.32:0.68,211602,Protein Plxna2 OS=Rattus norvegicus GN=Plxna2 PE=1 SV=1
10,84,tr|F1LZ38|F1LZ38_RAT,1.83,24,58,49,Carbamidomethylation,6.13E7,3.15E7,1.32:0.68,6.13E7,3.15E7,1.32:0.68,310876,Protein Tenm4 OS=Rattus norvegicus GN=Tenm4 PE=4 SV=2
887,21053,Q5RJY4|DRS7B_RAT,1.83,6,2,2,,7.58E6,2.85E6,1.45:0.55,7.58E6,2.85E6,1.45:0.55,35342,Dehydrogenase/reductase SDR family member 7B OS=Rattus norvegicus GN=Dhrs7b PE=1 SV=1
172,4277,P97686|NRCAM_RAT,1.82,14,13,12,Carbamidomethylation,2.13E7,1.05E7,1.34:0.66,2.13E7,1.05E7,1.34:0.66,133911,Neuronal cell adhesion molecule OS=Rattus norvegicus GN=Nrcam PE=1 SV=2
295,20940,P11507|AT2A2_RAT,1.81,13,11,11,Carbamidomethylation,1.92E7,9.73E6,1.33:0.67,1.92E7,9.73E6,1.33:0.67,114768,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Rattus norvegicus GN=Atp2a2 PE=1 SV=1
513,12833,P31421|GRM2_RAT,1.81,10,8,6,Carbamidomethylation,8.75E6,4.2E6,1.35:0.65,8.75E6,4.2E6,1.35:0.65,95774,Metabotropic glutamate receptor 2 OS=Rattus norvegicus GN=Grm2 PE=1 SV=1
79,1792,P15146|MTAP2_RAT,1.81,21,26,26,,2.47E7,1.25E7,1.33:0.67,2.47E7,1.25E7,1.33:0.67,202409,Microtubule-associated protein 2 OS=Rattus norvegicus GN=Map2 PE=1 SV=3
249,4259,Q9EPI1|XYLT1_RAT,1.81,15,10,10,Carbamidomethylation,2.32E7,1.19E7,1.32:0.68,2.32E7,1.19E7,1.32:0.68,93859,Xylosyltransferase 1 (Fragment) OS=Rattus norvegicus GN=Xylt1 PE=2 SV=1
178,2397,tr|D4A6H8|D4A6H8_RAT,1.81,25,10,8,Carbamidomethylation,3.28E7,1.71E7,1.31:0.69,3.28E7,1.71E7,1.31:0.69,52789,Protein Ctnna2 OS=Rattus norvegicus GN=Ctnna2 PE=1 SV=3
590,20981,Q505J8|SYFA_RAT,1.80,9,3,3,,8.14E6,3.72E6,1.37:0.63,8.14E6,3.72E6,1.37:0.63,57720,Phenylalanine--tRNA ligase alpha subunit OS=Rattus norvegicus GN=Farsa PE=1 SV=1
157,20882,tr|D3ZHG3|D3ZHG3_RAT,1.80,26,16,16,Carbamidomethylation,3.98E7,2.02E7,1.33:0.67,3.98E7,2.02E7,1.33:0.67,86264,Protein Ptk7 OS=Rattus norvegicus GN=Ptk7 PE=1 SV=3
1377,26619,tr|D4A2H4|D4A2H4_RAT,1.80,1,2,1,,1.31E6,2.52E5,1.68:0.32,1.31E6,2.52E5,1.68:0.32,143680,Protein Dennd3 OS=Rattus norvegicus GN=Dennd3 PE=4 SV=1
187,2735,tr|A0A0G2JVW3|A0A0G2JVW3_RAT,1.79,4,6,6,Carbamidomethylation,1.07E7,5E6,1.36:0.64,1.07E7,5E6,1.36:0.64,267310,Protein Ankrd17 OS=Rattus norvegicus GN=Ankrd17 PE=1 SV=1
82,261,P18484|AP2A2_RAT,1.79,25,20,14,Carbamidomethylation,1.92E7,9.73E6,1.33:0.67,1.92E7,9.73E6,1.33:0.67,104045,AP-2 complex subunit alpha-2 OS=Rattus norvegicus GN=Ap2a2 PE=1 SV=3
1069,4475,tr|F1LW16|F1LW16_RAT,1.79,1,1,1,,2.04E5,1.06E6,0.32:1.68,2.04E5,1.06E6,0.32:1.68,207720,Protein Btaf1 OS=Rattus norvegicus GN=Btaf1 PE=1 SV=2
771,21080,P31977|EZRI_RAT,1.79,5,3,2,,6.54E6,3.22E6,1.34:0.66,6.54E6,3.22E6,1.34:0.66,69391,Ezrin OS=Rattus norvegicus GN=Ezr PE=1 SV=3
348,816,P24050|RS5_RAT,1.78,42,11,11,Carbamidomethylation,9.95E7,5.31E7,1.30:0.70,9.95E7,5.31E7,1.30:0.70,22878,40S ribosomal protein S5 OS=Rattus norvegicus GN=Rps5 PE=1 SV=3
1229,21619,P97564|GPAT1_RAT,1.78,4,2,2,,6.82E6,2.25E6,1.50:0.50,6.82E6,2.25E6,1.50:0.50,93715,Glycerol-3-phosphate acyltransferase 1  mitochondrial OS=Rattus norvegicus GN=Gpam PE=1 SV=3
942,21142,P13471|RS14_RAT,1.78,21,2,2,,3.37E6,1.06E6,1.52:0.48,3.37E6,1.06E6,1.52:0.48,16259,40S ribosomal protein S14 OS=Rattus norvegicus GN=Rps14 PE=2 SV=3
26,44,Q9WV63|KIF2A_RAT,1.78,43,33,28,Carbamidomethylation,1.84E8,9.95E7,1.30:0.70,1.84E8,9.95E7,1.30:0.70,79792,Kinesin-like protein KIF2A OS=Rattus norvegicus GN=Kif2a PE=1 SV=2
620,12180,tr|F1LXD6|F1LXD6_RAT,1.78,2,2,2,,3.91E6,1.3E6,1.50:0.50,3.91E6,1.3E6,1.50:0.50,142635,Protein Pitpnm2 OS=Rattus norvegicus GN=Pitpnm2 PE=1 SV=2
449,11117,tr|D3ZUJ8|D3ZUJ8_RAT,1.77,12,8,8,Carbamidomethylation,7.14E6,3.22E6,1.38:0.62,7.14E6,3.22E6,1.38:0.62,104063,Protein Tmtc3 OS=Rattus norvegicus GN=Tmtc3 PE=1 SV=1
78,123,tr|D4AA77|D4AA77_RAT,1.77,16,23,19,Carbamidomethylation,1.8E7,9.09E6,1.33:0.67,1.8E7,9.09E6,1.33:0.67,190134,Plexin D1 (Predicted) OS=Rattus norvegicus GN=Plxnd1 PE=1 SV=2
1331,13353,tr|M0R8V0|M0R8V0_RAT,1.77,1,1,1,Carbamidomethylation,1.52E5,7.77E5,0.33:1.67,1.52E5,7.77E5,0.33:1.67,162873,Protein LOC100910056 OS=Rattus norvegicus GN=LOC100910056 PE=1 SV=2
125,145,Q99J86|ATRN_RAT,1.76,20,20,20,Carbamidomethylation,7.63E7,4.27E7,1.28:0.72,7.63E7,4.27E7,1.28:0.72,158672,Attractin OS=Rattus norvegicus GN=Atrn PE=2 SV=1
1034,21345,P62850|RS24_RAT,1.76,20,2,2,,1.12E7,5.37E6,1.35:0.65,1.12E7,5.37E6,1.35:0.65,15423,40S ribosomal protein S24 OS=Rattus norvegicus GN=Rps24 PE=2 SV=1
167,4617,tr|D3ZYD7|D3ZYD7_RAT,1.76,11,13,13,Carbamidomethylation,1.08E7,5.36E6,1.33:0.67,1.08E7,5.36E6,1.33:0.67,173897,Protein Ccdc88a OS=Rattus norvegicus GN=Ccdc88a PE=1 SV=3
963,21572,B0K025|OSTC_RAT,1.76,8,1,1,Carbamidomethylation,3.31E6,6.61E5,1.67:0.33,3.31E6,6.61E5,1.67:0.33,16815,Oligosaccharyltransferase complex subunit OSTC OS=Rattus norvegicus GN=Ostc PE=2 SV=1
555,20992,B5DF41|SNPH_RAT,1.76,18,6,5,Carbamidomethylation,1.18E7,5.93E6,1.33:0.67,1.18E7,5.93E6,1.33:0.67,54494,Syntaphilin OS=Rattus norvegicus GN=Snph PE=1 SV=1
310,20900,D4ABX8|LRFN4_RAT,1.75,18,9,9,Carbamidomethylation,2.11E7,9.62E6,1.37:0.63,2.11E7,9.62E6,1.37:0.63,67259,Leucine-rich repeat and fibronectin type-III domain-containing protein 4 OS=Rattus norvegicus GN=Lrfn4 PE=1 SV=1
952,21099,P62912|RL32_RAT,1.75,22,3,3,Carbamidomethylation,1.59E7,7.85E6,1.34:0.66,1.59E7,7.85E6,1.34:0.66,15860,60S ribosomal protein L32 OS=Rattus norvegicus GN=Rpl32 PE=1 SV=2
583,2053,Q9Z214|HOME1_RAT,1.75,15,5,4,,9.86E6,4.82E6,1.34:0.66,9.86E6,4.82E6,1.34:0.66,41305,Homer protein homolog 1 OS=Rattus norvegicus GN=Homer1 PE=1 SV=2
222,701,P85171|MDGA1_RAT,1.74,16,11,11,Carbamidomethylation,2.65E7,1.4E7,1.31:0.69,2.65E7,1.4E7,1.31:0.69,105976,MAM domain-containing glycosylphosphatidylinositol anchor protein 1 OS=Rattus norvegicus GN=Mdga1 PE=1 SV=1
269,215,tr|D3ZD23|D3ZD23_RAT,1.74,21,9,9,Carbamidomethylation,3.67E7,1.93E7,1.31:0.69,3.67E7,1.93E7,1.31:0.69,67300,ATP-binding cassette  sub-family E (OABP)  member 1 OS=Rattus norvegicus GN=Abce1 PE=1 SV=1
1383,5098,Q7TSU1|BIG2_RAT,1.73,1,1,1,,1.97E6,3.97E5,1.66:0.34,1.97E6,3.97E5,1.66:0.34,201973,Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Rattus norvegicus GN=Arfgef2 PE=1 SV=1
71,184,tr|D3ZT20|D3ZT20_RAT,1.73,30,21,21,Carbamidomethylation,7.89E7,3.99E7,1.33:0.67,7.89E7,3.99E7,1.33:0.67,93841,Protein Fbxo41 OS=Rattus norvegicus GN=Fbxo41 PE=1 SV=3
335,20872,tr|A0A0G2K8K0|A0A0G2K8K0_RAT,1.73,8,4,4,,3.85E7,1.97E7,1.32:0.68,3.85E7,1.97E7,1.32:0.68,75086,Protein Sfpq OS=Rattus norvegicus GN=Sfpq PE=1 SV=1
255,304,tr|Q6P762|Q6P762_RAT,1.73,19,13,13,,3.94E7,2.04E7,1.32:0.68,3.94E7,2.04E7,1.32:0.68,114327,Alpha-mannosidase OS=Rattus norvegicus GN=Man2b1 PE=1 SV=1
669,2014,Q7TP98|ILF2_RAT,1.73,3,1,1,,1.32E6,2.67E5,1.66:0.34,1.32E6,2.67E5,1.66:0.34,51381,Interleukin enhancer-binding factor 2 OS=Rattus norvegicus GN=Ilf2 PE=2 SV=1
297,11014,tr|B0BN30|B0BN30_RAT,1.72,28,9,9,Carbamidomethylation,4.22E7,2.18E7,1.32:0.68,4.22E7,2.18E7,1.32:0.68,41592,Mtch1 protein OS=Rattus norvegicus GN=Mtch1 PE=1 SV=1
941,20998,Q5PQL7|ITM2C_RAT,1.72,20,3,3,,2.07E7,1.09E7,1.31:0.69,2.07E7,1.09E7,1.31:0.69,30480,Integral membrane protein 2C OS=Rattus norvegicus GN=Itm2c PE=1 SV=1
306,12816,tr|Q8R490|Q8R490_RAT,1.71,10,5,5,,9.12E7,4.82E7,1.31:0.69,9.12E7,4.82E7,1.31:0.69,78086,Cadherin 13 OS=Rattus norvegicus GN=Cdh13 PE=1 SV=1
1290,42653,tr|B1WC80|B1WC80_RAT,1.71,2,1,1,,4.02E6,8.29E5,1.66:0.34,4.02E6,8.29E5,1.66:0.34,50400,Protein RGD1563692 OS=Rattus norvegicus GN=RGD1563692 PE=2 SV=1
954,21269,tr|D4ADS4|D4ADS4_RAT,1.71,18,3,3,,1.4E7,7.07E6,1.33:0.67,1.4E7,7.07E6,1.33:0.67,16733,Protein Mgst3 OS=Rattus norvegicus GN=Mgst3 PE=1 SV=1
944,21257,P38718|MPC2_RAT,1.71,23,3,3,,1.31E7,6.55E6,1.33:0.67,1.31E7,6.55E6,1.33:0.67,14258,Mitochondrial pyruvate carrier 2 OS=Rattus norvegicus GN=Mpc2 PE=2 SV=1
50,28,P47819|GFAP_RAT,1.71,59,29,25,Carbamidomethylation,1.68E8,9.62E7,1.27:0.73,1.68E8,9.62E7,1.27:0.73,49957,Glial fibrillary acidic protein OS=Rattus norvegicus GN=Gfap PE=1 SV=2
699,20951,tr|D3ZTG3|D3ZTG3_RAT,1.71,8,5,5,,1.39E7,6.96E6,1.33:0.67,1.39E7,6.96E6,1.33:0.67,84822,Protein Fam171b OS=Rattus norvegicus GN=Fam171b PE=1 SV=2
346,3203,tr|A0A0G2K6T9|A0A0G2K6T9_RAT,1.70,5,5,5,,1.25E7,6.39E6,1.32:0.68,1.25E7,6.39E6,1.32:0.68,128736,Protein Pcdh1 OS=Rattus norvegicus GN=Pcdh1 PE=1 SV=1
280,1359,P29147|BDH_RAT,1.70,37,12,11,Carbamidomethylation,9.4E7,4.94E7,1.31:0.69,9.4E7,4.94E7,1.31:0.69,38202,D-beta-hydroxybutyrate dehydrogenase  mitochondrial OS=Rattus norvegicus GN=Bdh1 PE=1 SV=2
11,29,D3ZPX4|PLXA3_RAT,1.70,32,53,34,Carbamidomethylation,5.05E7,2.43E7,1.35:0.65,5.05E7,2.43E7,1.35:0.65,207981,Plexin-A3 OS=Rattus norvegicus GN=Plxna3 PE=3 SV=1
211,75,tr|M0R757|M0R757_RAT,1.69,26,10,9,Carbamidomethylation,1.04E8,5.9E7,1.28:0.72,1.04E8,5.9E7,1.28:0.72,50108,Elongation factor 1-alpha OS=Rattus norvegicus GN=LOC100360413 PE=3 SV=1
1127,21234,tr|D3ZZU4|D3ZZU4_RAT,1.69,12,2,2,,1.77E7,5.94E6,1.50:0.50,1.77E7,5.94E6,1.50:0.50,19587,Protein Tmem160 OS=Rattus norvegicus GN=Tmem160 PE=1 SV=1
35,114,Q63198|CNTN1_RAT,1.69,38,27,27,Carbamidomethylation,1.18E8,6.63E7,1.28:0.72,1.18E8,6.63E7,1.28:0.72,113494,Contactin-1 OS=Rattus norvegicus GN=Cntn1 PE=1 SV=2
281,20897,Q5BK63|NDUA9_RAT,1.69,15,6,6,,1.4E7,7.14E6,1.33:0.67,1.4E7,7.14E6,1.33:0.67,42559,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9  mitochondrial OS=Rattus norvegicus GN=Ndufa9 PE=1 SV=2
903,21056,P84039|ENPP5_RAT,1.68,5,2,2,,7.47E6,3.84E6,1.32:0.68,7.47E6,3.84E6,1.32:0.68,54290,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 OS=Rattus norvegicus GN=Enpp5 PE=1 SV=2
826,20997,tr|A0A0G2JWK6|A0A0G2JWK6_RAT,1.68,9,3,2,Carbamidomethylation,8.44E6,4.23E6,1.33:0.67,8.44E6,4.23E6,1.33:0.67,53714,Protein Amer2 OS=Rattus norvegicus GN=Amer2 PE=1 SV=1
764,14356,tr|A0A096MIV6|A0A096MIV6_RAT,1.68,7,3,3,,7.52E6,3.59E6,1.35:0.65,7.52E6,3.59E6,1.35:0.65,47718,Protein Wbscr17 (Fragment) OS=Rattus norvegicus GN=Wbscr17 PE=4 SV=1
732,457,B2GV87|PTPRE_RAT,1.68,4,2,1,Carbamidomethylation,1.13E6,2.39E5,1.65:0.35,1.13E6,2.39E5,1.65:0.35,80734,Receptor-type tyrosine-protein phosphatase epsilon OS=Rattus norvegicus GN=Ptpre PE=2 SV=1
61,23,Q09073|ADT2_RAT,1.67,62,25,8,Carbamidomethylation,6.54E8,3.96E8,1.25:0.75,6.54E8,3.96E8,1.25:0.75,32901,ADP/ATP translocase 2 OS=Rattus norvegicus GN=Slc25a5 PE=1 SV=3
124,458,Q62656|PTPRZ_RAT,1.66,9,18,18,Carbamidomethylation,4.11E7,2.25E7,1.29:0.71,4.11E7,2.25E7,1.29:0.71,255340,Receptor-type tyrosine-protein phosphatase zeta OS=Rattus norvegicus GN=Ptprz1 PE=1 SV=1
623,21025,B4F795|CTL2_RAT,1.66,6,4,4,Carbamidomethylation,1.1E7,5.7E6,1.32:0.68,1.1E7,5.7E6,1.32:0.68,79897,Choline transporter-like protein 2 OS=Rattus norvegicus GN=Slc44a2 PE=2 SV=1
1336,12095,Q9R172|NOTC3_RAT,1.66,1,1,1,Carbamidomethylation,3.89E5,8.3E4,1.65:0.35,3.89E5,8.3E4,1.65:0.35,244299,Neurogenic locus notch homolog protein 3 OS=Rattus norvegicus GN=Notch3 PE=2 SV=2
313,524,P18508|GBRG2_RAT,1.65,24,12,12,Carbamidomethylation,3.96E7,2.2E7,1.29:0.71,3.96E7,2.2E7,1.29:0.71,54077,Gamma-aminobutyric acid receptor subunit gamma-2 OS=Rattus norvegicus GN=Gabrg2 PE=1 SV=1
186,191,tr|A0A0G2JXZ9|A0A0G2JXZ9_RAT,1.64,16,15,15,Carbamidomethylation,1.52E7,8.26E6,1.30:0.70,1.52E7,8.26E6,1.30:0.70,141816,Protein Ptprj OS=Rattus norvegicus GN=Ptprj PE=1 SV=1
1281,22952,Q68FU8|SUGP1_RAT,1.63,2,1,1,,2E6,4.37E5,1.64:0.36,2E6,4.37E5,1.64:0.36,72595,SURP and G-patch domain-containing protein 1 OS=Rattus norvegicus GN=Sugp1 PE=1 SV=1
145,20870,Q7TMB7|PLPR4_RAT,1.63,23,15,15,Carbamidomethylation,4.51E7,2.48E7,1.29:0.71,4.51E7,2.48E7,1.29:0.71,83361,Phospholipid phosphatase-related protein type 4 OS=Rattus norvegicus GN=Plppr4 PE=1 SV=1
543,750,P11442|CLH1_RAT,1.62,3,4,4,,4.96E6,2.49E6,1.33:0.67,4.96E6,2.49E6,1.33:0.67,191597,Clathrin heavy chain 1 OS=Rattus norvegicus GN=Cltc PE=1 SV=3
134,5097,Q8R508|FAT3_RAT,1.62,5,18,15,Carbamidomethylation,1.47E7,7.7E6,1.31:0.69,1.47E7,7.7E6,1.31:0.69,502092,Protocadherin Fat 3 OS=Rattus norvegicus GN=Fat3 PE=1 SV=1
769,21054,Q5M818|RM16_RAT,1.61,19,4,4,,1.48E7,7.8E6,1.31:0.69,1.48E7,7.8E6,1.31:0.69,28895,39S ribosomal protein L16  mitochondrial OS=Rattus norvegicus GN=Mrpl16 PE=2 SV=1
1419,23813,tr|A0A0G2K4M8|A0A0G2K4M8_RAT,1.61,1,1,1,,4.71E6,1.06E6,1.63:0.37,4.71E6,1.06E6,1.63:0.37,47158,Protein Acot3 OS=Rattus norvegicus GN=Acot3 PE=1 SV=1
953,21189,P63035|CYH2_RAT,1.61,6,2,1,,5.81E6,2.04E6,1.48:0.52,5.81E6,2.04E6,1.48:0.52,46571,Cytohesin-2 OS=Rattus norvegicus GN=Cyth2 PE=1 SV=1
29,24,P31000|VIME_RAT,1.61,61,33,28,Carbamidomethylation,2.29E8,1.32E8,1.27:0.73,2.29E8,1.32E8,1.27:0.73,53733,Vimentin OS=Rattus norvegicus GN=Vim PE=1 SV=2
67,99,Q64605|PTPRS_RAT,1.60,20,29,21,Carbamidomethylation,3.48E7,1.95E7,1.28:0.72,3.48E7,1.95E7,1.28:0.72,211929,Receptor-type tyrosine-protein phosphatase S OS=Rattus norvegicus GN=Ptprs PE=1 SV=2
372,5302,P11506|AT2B2_RAT,1.60,5,6,1,Carbamidomethylation,3.96E6,8.93E5,1.63:0.37,3.96E6,8.93E5,1.63:0.37,136811,Plasma membrane calcium-transporting ATPase 2 OS=Rattus norvegicus GN=Atp2b2 PE=1 SV=2
516,106,P97829|CD47_RAT,1.59,15,5,4,,1.7E8,9.96E7,1.26:0.74,1.7E8,9.96E7,1.26:0.74,32995,Leukocyte surface antigen CD47 OS=Rattus norvegicus GN=Cd47 PE=1 SV=1
615,21072,P97846|CNTP1_RAT,1.59,6,6,6,Carbamidomethylation,7.03E6,3.48E6,1.34:0.66,7.03E6,3.48E6,1.34:0.66,155868,Contactin-associated protein 1 OS=Rattus norvegicus GN=Cntnap1 PE=1 SV=1
1199,41676,tr|D4A188|D4A188_RAT,1.59,2,1,1,Carbamidomethylation,6.61E5,2.91E6,0.37:1.63,6.61E5,2.91E6,0.37:1.63,49301,Protein Rgma OS=Rattus norvegicus GN=Rgma PE=4 SV=1
171,170,tr|G3V7K5|G3V7K5_RAT,1.59,10,15,13,Carbamidomethylation,1.18E8,6.47E7,1.29:0.71,1.18E8,6.47E7,1.29:0.71,142950,Protein Npc1 OS=Rattus norvegicus GN=Npc1 PE=1 SV=1
77,3634,tr|A0A0G2K5L1|A0A0G2K5L1_RAT,1.59,6,21,19,Carbamidomethylation,1.08E7,5.77E6,1.30:0.70,1.08E7,5.77E6,1.30:0.70,507350,Protein Fat1 OS=Rattus norvegicus GN=Fat1 PE=1 SV=1
230,11016,P31422|GRM3_RAT,1.58,15,11,9,Carbamidomethylation,2.86E7,1.56E7,1.29:0.71,2.86E7,1.56E7,1.29:0.71,98960,Metabotropic glutamate receptor 3 OS=Rattus norvegicus GN=Grm3 PE=1 SV=1
66,2571,P38650|DYHC1_RAT,1.58,4,18,17,Carbamidomethylation,1.17E7,6.18E6,1.31:0.69,1.17E7,6.18E6,1.31:0.69,532256,Cytoplasmic dynein 1 heavy chain 1 OS=Rattus norvegicus GN=Dync1h1 PE=1 SV=1
773,21201,P86252|PURA_RAT,1.58,23,2,2,,4.66E6,2.37E6,1.33:0.67,4.66E6,2.37E6,1.33:0.67,15322,Transcriptional activator protein Pur-alpha (Fragments) OS=Rattus norvegicus GN=Pura PE=1 SV=1
589,20944,tr|D4AE02|D4AE02_RAT,1.57,9,3,3,,1.68E7,8.85E6,1.31:0.69,1.68E7,8.85E6,1.31:0.69,46415,Protein Fam98b OS=Rattus norvegicus GN=Fam98b PE=1 SV=3
405,1249,P63138|GBRB2_RAT,1.57,21,9,2,Carbamidomethylation,1.04E7,5.41E6,1.31:0.69,1.04E7,5.41E6,1.31:0.69,54634,Gamma-aminobutyric acid receptor subunit beta-2 OS=Rattus norvegicus GN=Gabrb2 PE=1 SV=1
1401,1578,tr|F1LXP8|F1LXP8_RAT,1.57,2,1,1,,6.16E5,1.42E5,1.63:0.37,6.16E5,1.42E5,1.63:0.37,74941,Protein Arhgap18 OS=Rattus norvegicus GN=Arhgap18 PE=1 SV=2
579,13665,Q63965|SFXN1_RAT,1.56,11,3,3,,1.86E7,9.9E6,1.30:0.70,1.86E7,9.9E6,1.30:0.70,35546,Sideroflexin-1 OS=Rattus norvegicus GN=Sfxn1 PE=2 SV=4
796,21074,P19945|RLA0_RAT,1.56,23,4,4,Carbamidomethylation,8.39E6,4.43E6,1.31:0.69,8.39E6,4.43E6,1.31:0.69,34215,60S acidic ribosomal protein P0 OS=Rattus norvegicus GN=Rplp0 PE=1 SV=2
163,129,A2VD12|PBIP1_RAT,1.56,38,19,19,Carbamidomethylation,7.65E7,3.51E7,1.37:0.63,7.65E7,3.51E7,1.37:0.63,80276,Pre-B-cell leukemia transcription factor-interacting protein 1 OS=Rattus norvegicus GN=Pbxip1 PE=1 SV=1
58,18,tr|B4F7C2|B4F7C2_RAT,1.55,66,26,4,Carbamidomethylation,2.27E7,1.1E7,1.35:0.65,2.27E7,1.1E7,1.35:0.65,49586,Tubulin beta chain OS=Rattus norvegicus GN=Tubb4a PE=1 SV=1
161,163,tr|D3ZYR4|D3ZYR4_RAT,1.55,17,13,13,Carbamidomethylation,3.84E7,2.13E7,1.29:0.71,3.84E7,2.13E7,1.29:0.71,95584,Protein Sema4d OS=Rattus norvegicus GN=Sema4d PE=1 SV=3
103,30,P60711|ACTB_RAT,1.55,62,24,9,Carbamidomethylation,3.16E8,1.88E8,1.25:0.75,3.16E8,1.88E8,1.25:0.75,41737,Actin  cytoplasmic 1 OS=Rattus norvegicus GN=Actb PE=1 SV=1
1052,21184,D3ZF92|TNR21_RAT,1.54,2,1,1,,2.06E6,4.85E5,1.62:0.38,2.06E6,4.85E5,1.62:0.38,71870,Tumor necrosis factor receptor superfamily member 21 OS=Rattus norvegicus GN=Tnfrsf21 PE=1 SV=1
1351,23668,P97879|GRIP1_RAT,1.54,1,1,1,,8.59E5,3.63E6,0.38:1.62,8.59E5,3.63E6,0.38:1.62,120298,Glutamate receptor-interacting protein 1 OS=Rattus norvegicus GN=Grip1 PE=1 SV=1
225,11269,O35764|NPTXR_RAT,1.53,25,11,11,Carbamidomethylation,6.43E7,3.67E7,1.27:0.73,6.43E7,3.67E7,1.27:0.73,52371,Neuronal pentraxin receptor OS=Rattus norvegicus GN=Nptxr PE=1 SV=1
